"ID","Mark","Competitor","Nationality","Venue","Date","Event","Gender","State_Dope","Time_S"
735,"12.93","Aries Merritt","USA","London (Crystal Palace)",2012-07-13,"110-metres-hurdles","men","NULL",12.93
736,"47.66","L.J. van Zyl","RSA","Ostrava (Mestský Stadion)",2011-05-31,"400-metres-hurdles","men","NULL",47.66
737,"12.93","David Oliver","USA","Zürich (Letzigrund)",2010-08-19,"110-metres-hurdles","men","NULL",12.93
738,"47.66","L.J. van Zyl","RSA","Pretoria",2011-02-25,"400-metres-hurdles","men","NULL",47.66
739,"12.93","Dayron Robles","CUB","Beijing (National Stadium)",2008-08-21,"110-metres-hurdles","men","NULL",12.93
740,"12.92","Allen Johnson","USA","Atlanta, GA",1996-06-23,"110-metres-hurdles","men","NULL",12.92
741,"44.09","Danny Everett","USA","Seoul (Olympic Stadium)",1988-09-28,"400-metres","men","NULL",44.09
742,"41.83","United States","USA","Paris Saint-Denis (Stade de France)",2003-08-30,"4x100-metres-relay","women","NULL",41.83
743,"12.91","Xiang Liu","CHN","Athína (Olympic Stadium)",2004-08-27,"110-metres-hurdles","men","NULL",12.91
744,"47.48","Bershawn Jackson","USA","Indianapolis, IN",2006-06-24,"400-metres-hurdles","men","NULL",47.48
745,"47.50","Edwin Moses","USA","Helsinki (Olympic Stadium)",1983-08-09,"400-metres-hurdles","men","NULL",47.5
746,"13.02","Terrence Trammell","USA","Carson, CA",2005-06-24,"110-metres-hurdles","men","NULL",13.02
747,"12.91","Colin Jackson","GBR","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-20,"110-metres-hurdles","men","NULL",12.91
748,"13.00","Dayron Robles","CUB","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-09,"110-metres-hurdles","men","NULL",13
749,"12.90","Dominique Arnold","USA","Lausanne (Pontaise)",2006-07-11,"110-metres-hurdles","men","NULL",12.9
750,"12.89","David Oliver","USA","Paris Saint-Denis (Stade de France)",2010-07-16,"110-metres-hurdles","men","NULL",12.89
751,"53.01","Yuliya Pechenkina","RUS","Tula (Arsenal Stadium)",2005-07-11,"400-metres-hurdles","women","NULL",53.01
752,"13.00","Renaldo Nehemiah","USA","Los Angeles (Westwood), CA",1979-05-06,"110-metres-hurdles","men","NULL",13
753,"12.87","Dayron Robles","CUB","Ostrava",2008-06-12,"110-metres-hurdles","men","NULL",12.87
754,"12.95","Allen Johnson","USA","Atlanta (Olympic Stadium), GA",1996-07-29,"110-metres-hurdles","men","NULL",12.95
755,"9.83","Justin Gatlin","USA","Rieti (Guidobaldi)",2014-09-07,"100-metres","men","NULL",9.83
756,"12.80","Aries Merritt","USA","Bruxelles (Boudewijnstadion)",2012-09-07,"110-metres-hurdles","men","NULL",12.8
757,"48.83","Sanya Richards-Ross","USA","Bruxelles (Boudewijnstadion)",2009-09-04,"400-metres","women","NULL",48.83
758,"37.99","United States","USA","Paris Saint-Denis (Stade de France)",2003-08-30,"4x100-metres-relay","men","NULL",37.99
759,"12.45","Michelle Perry","USA","New York, NY",2005-06-11,"100-metres-hurdles","women","NULL",12.45
760,"47.39","Kerron Clement","USA","Indianapolis, IN",2006-06-24,"400-metres-hurdles","men","NULL",47.39
761,"47.63","Kevin Young","USA","Barcelona (Estadio Olímpico)",1992-08-05,"400-metres-hurdles","men","NULL",47.63
762,"12.98","David Oliver","USA","Zürich (Letzigrund)",2008-08-29,"110-metres-hurdles","men","NULL",12.98
763,"10.74","English Gardner","USA","Eugene (Hayward Field), OR",2016-07-03,"100-metres","women","NULL",10.74
764,"19.78","LaShawn Merritt","USA","Nassau (T. Robinson Stadium)",2016-04-16,"200-metres","men","NULL",19.78
765,"19.77","Michael Johnson","USA","Stockholm",1996-07-08,"200-metres","men","NULL",19.77
766,"12.45","Lucyna Kalek-Langer","POL","Athína",1982-09-09,"100-metres-hurdles","women","NULL",12.45
767,"9.82","Asafa Powell","JAM","Szczecin",2009-09-15,"100-metres","men","NULL",9.82
768,"53.16","Sally Gunnell","GBR","Tokyo (Olympic Stadium)",1991-08-29,"400-metres-hurdles","women","NULL",53.16
769,"47.63","Johnny Dutch","USA","Des Moines, IA",2010-06-26,"400-metres-hurdles","men","NULL",47.63
770,"53.17","Kim Batten","USA","Nice",1998-07-16,"400-metres-hurdles","women","NULL",53.17
771,"43.72","Isaac Makwala","BOT","La Chaux-de-Fonds (La Charrière)",2015-07-05,"400-metres","men","NULL",43.72
772,"43.86","Michael Johnson","USA","Oslo",1995-07-21,"400-metres","men","NULL",43.86
773,"21.96","Katrin Krabbe","GER","Berlin",1991-09-10,"200-metres","women","NULL",21.96
774,"37.93","HSInternational","UND","London (Crystal Palace)",2001-07-22,"4x100-metres-relay","men","NULL",37.93
775,"9.75","Justin Gatlin","USA","Lausanne (Pontaise)",2015-07-09,"100-metres","men","NULL",9.75
776,"47.03","Bryan Bronson","USA","New Orleans, LA",1998-06-21,"400-metres-hurdles","men","NULL",47.03
777,"10.82","Gail Devers","USA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-16,"100-metres","women","NULL",10.82
778,"47.30","Bershawn Jackson","USA","Helsinki (Olympic Stadium)",2005-08-09,"400-metres-hurdles","men","NULL",47.3
779,"41.55","United States","USA","Berlin",1987-08-21,"4x100-metres-relay","women","NULL",41.55
780,"49.25","Jarmila Kratochvílová","TCH","Luxembourg",1984-07-08,"400-metres","women","NULL",49.25
781,"47.42","Kevin Young","USA","Köln",1992-08-16,"400-metres-hurdles","men","NULL",47.42
782,"10.75","Marion Jones","USA","Roma (Stadio Olimpico)",1998-07-14,"100-metres","women","NULL",10.75
783,"41.56","United States","USA","Daegu (DS)",2011-09-04,"4x100-metres-relay","women","NULL",41.56
784,"9.74","Justin Gatlin","USA","Doha (Hamad Bin Suhaim)",2015-05-15,"100-metres","men","NULL",9.74
785,"9.79","Justin Gatlin","USA","London (Olympic Stadium)",2012-08-05,"100-metres","men","NULL",9.79
786,"19.79","Warren Weir","JAM","Moskva (Luzhniki)",2013-08-17,"200-metres","men","NULL",19.79
787,"9.85","Tyson Gay","USA","New York City (Icahn), NY",2008-05-31,"100-metres","men","NULL",9.85
788,"41.91","Americas","AME","Madrid (CM)",2002-09-20,"4x100-metres-relay","women","NULL",41.91
789,"12.92","Roger Kingdom","USA","Zürich (Letzigrund)",1989-08-16,"110-metres-hurdles","men","NULL",12.92
790,"54.02","Judit Szekeres","HUN","Roodepoort",1998-01-23,"400-metres-hurdles","women","NULL",54.02
791,"53.09","Deon Hemmings","JAM","Athína (Olympic Stadium)",1997-08-08,"400-metres-hurdles","women","NULL",53.09
792,"12.28","Ludmila Engquist","URS","Kyiv",1991-07-11,"100-metres-hurdles","women","NULL",12.28
793,"49.07","Tonique Williams-Darling","BAH","Berlin (Olympiastadion)",2004-09-12,"400-metres","women","NULL",49.07
794,"53.02","Irina Privalova","RUS","Sydney (Olympic Stadium)",2000-09-27,"400-metres-hurdles","women","NULL",53.02
795,"9.82","Justin Gatlin","USA","London (Olympic Stadium)",2012-08-05,"100-metres","men","NULL",9.82
796,"43.92","Michael Johnson","USA","Lausanne (Pontaise)",1999-07-02,"400-metres","men","NULL",43.92
797,"9.69","Usain Bolt","JAM","Beijing (National Stadium)",2008-08-16,"100-metres","men","NULL",9.69
798,"12.93","Aries Merritt","USA","Monaco (Stade Louis II)",2012-07-20,"110-metres-hurdles","men","NULL",12.93
799,"19.66","Usain Bolt","JAM","Zürich (Letzigrund)",2012-08-30,"200-metres","men","NULL",19.66
800,"43.48","Wayde van Niekerk","RSA","Beijing (National Stadium)",2015-08-26,"400-metres","men","NULL",43.48
801,"19.79","Michael Johnson","USA","Göteborg (Ullevi Stadium)",1995-08-11,"200-metres","men","NULL",19.79
802,"42.39","Nigeria","NGR","Barcelona (Estadio Olímpico)",1992-08-07,"4x100-metres-relay","women","NULL",42.39
803,"19.66","Usain Bolt","JAM","Moskva (Luzhniki)",2013-08-17,"200-metres","men","NULL",19.66
804,"19.79","Tyson Gay","USA","Bruxelles (Boudewijnstadion)",2006-08-25,"200-metres","men","NULL",19.79
805,"47.45","Edwin Moses","USA","Los Angeles (Westwood), CA",1977-06-11,"400-metres-hurdles","men","NULL",47.45
806,"43.93","Harry Reynolds","USA","Seoul (Olympic Stadium)",1988-09-28,"400-metres","men","NULL",43.93
807,"13.01","Dayron Robles","CUB","Zürich (Letzigrund)",2011-09-08,"110-metres-hurdles","men","NULL",13.01
808,"47.68","Derrick Adkins","USA","Luzern",1995-06-27,"400-metres-hurdles","men","NULL",47.68
809,"19.26","Yohan Blake","JAM","Bruxelles (Boudewijnstadion)",2011-09-16,"200-metres","men","NULL",19.26
810,"21.99","Irina Privalova","RUS","Rieti",1992-09-06,"200-metres","women","NULL",21.99
811,"19.83","Tommie Smith","USA","Ciudad de México (Estadio Olímpico)",1968-10-16,"200-metres","men","NULL",19.83
812,"47.54","Derrick Adkins","USA","Lausanne (Pontaise)",1995-07-05,"400-metres-hurdles","men","NULL",47.54
813,"47.50","Angelo Taylor","USA","Sydney (Olympic Stadium)",2000-09-27,"400-metres-hurdles","men","NULL",47.5
814,"46.78","Kevin Young","USA","Barcelona (Estadio Olímpico)",1992-08-06,"400-metres-hurdles","men","NULL",46.78
815,"53.48","Margarita Khromova-Ponomaryova","RUS","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-19,"400-metres-hurdles","women","NULL",53.48
816,"19.76","Usain Bolt","JAM","London (Crystal Palace)",2008-07-26,"200-metres","men","NULL",19.76
817,"47.63","Danny Harris","USA","Köln",1995-08-18,"400-metres-hurdles","men","NULL",47.63
818,"13.02","David Oliver","USA","Lausanne (Pontaise)",2008-09-02,"110-metres-hurdles","men","NULL",13.02
819,"9.85","Asafa Powell","JAM","Paris Saint-Denis",2006-07-08,"100-metres","men","NULL",9.85
820,"10.72","Marion Jones","USA","New Orleans, LA",1998-06-20,"100-metres","women","NULL",10.72
821,"13.02","Ryan Wilson","USA","New York City (Icahn), NY",2007-06-02,"110-metres-hurdles","men","NULL",13.02
822,"12.94","Hansle Parchment","JAM","Paris Saint-Denis (Stade de France)",2014-07-05,"110-metres-hurdles","men","NULL",12.94
823,"43.29","Harry Reynolds","USA","Zürich (Letzigrund)",1988-08-17,"400-metres","men","NULL",43.29
824,"10.79","English Gardner","USA","Eugene (Hayward Field), OR",2015-06-26,"100-metres","women","NULL",10.79
825,"10.84","Chioma Ajunwa","NGR","Lagos, NGR",1992-04-11,"100-metres","women","NULL",10.84
826,"47.60","Bershawn Jackson","USA","Osaka",2006-05-06,"400-metres-hurdles","men","NULL",47.6
827,"47.64","Danny Harris","USA","Zürich (Letzigrund)",1991-08-07,"400-metres-hurdles","men","NULL",47.64
828,"12.91","Dayron Robles","CUB","Stockholm",2008-07-22,"110-metres-hurdles","men","NULL",12.91
829,"37.90","United States","USA","Roma (Stadio Olimpico)",1987-09-06,"4x100-metres-relay","men","NULL",37.9
830,"44.09","LaShawn Merritt","USA","Paris Saint-Denis (Stade de France)",2013-07-06,"400-metres","men","NULL",44.09
831,"9.80","Maurice Greene","USA","Sevilla (La Cartuja)",1999-08-22,"100-metres","men","NULL",9.8
832,"19.80","Christophe Lemaitre","FRA","Daegu (DS)",2011-09-03,"200-metres","men","NULL",19.8
833,"37.92","PR of China","CHN","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","men","NULL",37.92
834,"10.79","Inger Miller","USA","Sevilla (La Cartuja)",1999-08-22,"100-metres","women","NULL",10.79
835,"53.72","Ekaterina Bikert","RUS","Tula (Arsenal Stadium)",2004-07-30,"400-metres-hurdles","women","NULL",53.72
836,"47.68","James Carter","USA","Sacramento, CA",2004-07-11,"400-metres-hurdles","men","NULL",47.68
837,"37.77","Great Britain & N.I.","GBR","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-22,"4x100-metres-relay","men","NULL",37.77
838,"19.79","Warren Weir","JAM","Kingston (NS), JAM",2013-06-23,"200-metres","men","NULL",19.79
839,"10.79","Xuemei Li","CHN","Shanghai",1997-10-18,"100-metres","women","NULL",10.79
840,"9.80","Justin Gatlin","USA","Beijing (National Stadium)",2015-08-23,"100-metres","men","NULL",9.8
841,"9.75","Justin Gatlin","USA","Roma (Stadio Olimpico)",2015-06-04,"100-metres","men","NULL",9.75
842,"47.64","Stéphane Diagana","FRA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-19,"400-metres-hurdles","men","NULL",47.64
843,"47.65","Derrick Adkins","USA","Zürich",1995-08-16,"400-metres-hurdles","men","NULL",47.65
844,"12.93","Allen Johnson","USA","Athína (Olympic Stadium)",1997-08-07,"110-metres-hurdles","men","NULL",12.93
845,"41.67","United States","USA","Zürich (Letzigrund)",2013-08-29,"4x100-metres-relay","women","NULL",41.67
846,"53.17","Debbie Flintoff-King","AUS","Seoul (Olympic Stadium)",1988-09-28,"400-metres-hurdles","women","NULL",53.17
847,"49.03","Jarmila Kratochvílová","TCH","Praha",1982-07-10,"400-metres","women","NULL",49.03
848,"9.82","Yohan Blake","JAM","Zürich (Letzigrund)",2011-09-08,"100-metres","men","NULL",9.82
849,"47.67","Kevin Young","USA","Sheffield",1992-08-14,"400-metres-hurdles","men","NULL",47.67
850,"44.02","Jeremy Wariner","USA","Osaka",2007-05-05,"400-metres","men","NULL",44.02
851,"19.70","Tyson Gay","USA","Lausanne (Pontaise)",2006-07-11,"200-metres","men","NULL",19.7
852,"44.08","Steve Lewis","USA","New Orleans, LA",1992-06-26,"400-metres","men","NULL",44.08
853,"12.93","Xiang Liu","CHN","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-09,"110-metres-hurdles","men","NULL",12.93
854,"43.93","Jeremy Wariner","USA","Helsinki (Olympic Stadium)",2005-08-12,"400-metres","men","NULL",43.93
855,"53.05","Yuliya Pechenkina","RUS","Tula (Arsenal Stadium)",2005-06-13,"400-metres-hurdles","women","NULL",53.05
856,"19.80","Ato Boldon","TTO","Atlanta (Olympic Stadium), GA",1996-08-01,"200-metres","men","NULL",19.8
857,"43.97","Kirani James","GRN","Eugene (Hayward Field), OR",2014-05-31,"400-metres","men","NULL",43.97
858,"37.90","Brazil","BRA","Sydney (Olympic Stadium)",2000-09-30,"4x100-metres-relay","men","NULL",37.9
859,"10.79","Merlene Ottey","JAM","Vigo",1991-07-23,"100-metres","women","NULL",10.79
860,"47.19","Andre Phillips","USA","Seoul (Olympic Stadium)",1988-09-25,"400-metres-hurdles","men","NULL",47.19
861,"42.45","All Stars","USA","Lignano Sabbiadoro",2011-07-19,"4x100-metres-relay","women","NULL",42.45
862,"12.92","Aries Merritt","USA","London (Olympic Stadium)",2012-08-08,"110-metres-hurdles","men","NULL",12.92
863,"19.72","Tyson Gay","USA","Monaco (Stade Louis II)",2010-07-22,"200-metres","men","NULL",19.72
864,"52.97","Nezha Bidouane","MAR","Athína (Olympic Stadium)",1997-08-08,"400-metres-hurdles","women","NULL",52.97
865,"52.82","Faní Halkiá","GRE","Athína (Olympic Stadium)",2004-08-25,"400-metres-hurdles","women","NULL",52.82
866,"12.46","Dawn Harper Nelson","USA","London (Olympic Stadium)",2012-08-07,"100-metres-hurdles","women","NULL",12.46
867,"37.66","United States","USA","Moskva (Luzhniki)",2013-08-18,"4x100-metres-relay","men","NULL",37.66
868,"13.01","Larry Wade","USA","Lausanne (Pontaise)",1999-07-02,"110-metres-hurdles","men","NULL",13.01
869,"10.76","Marion Jones","USA","Sevilla (La Cartuja)",1999-08-21,"100-metres","women","NULL",10.76
870,"37.93","Great Britain & N.I.","GBR","Zürich (Letzigrund)",2014-08-17,"4x100-metres-relay","men","NULL",37.93
871,"12.88","Dayron Robles","CUB","Paris Saint-Denis",2008-07-18,"110-metres-hurdles","men","NULL",12.88
872,"9.85","Olusoji A. Fasuba","NGR","Doha",2006-05-12,"100-metres","men","NULL",9.85
873,"19.72","Walter Dix","USA","Eugene (Hayward Field), OR",2010-07-03,"200-metres","men","NULL",19.72
874,"37.95","HSInternational","USA","Gateshead",2000-08-28,"4x100-metres-relay","men","NULL",37.95
875,"37.79","United States","USA","Daegu (DS)",2011-09-04,"4x100-metres-relay","men","NULL",37.79
876,"44.12","Jeremy Wariner","USA","Waco, TX",2006-04-22,"400-metres","men","NULL",44.12
877,"48.60","Olga Vladykina-Bryzgina","URS","Moskva",1985-08-17,"400-metres","women","NULL",48.6
878,"52.94","Marina Stepanova","URS","Tashkent",1986-09-17,"400-metres-hurdles","women","NULL",52.94
879,"12.46","Cornelia Oschkenat","GER","Karl-Marx-Stadt",1987-06-21,"100-metres-hurdles","women","NULL",12.46
880,"12.46","Cornelia Oschkenat","GER","Karl-Marx-Stadt",1987-06-21,"100-metres-hurdles","women","NULL",12.46
881,"12.36","Yordanka Donkova","BUL","Sofia",1986-08-13,"100-metres-hurdles","women","NULL",12.36
882,"19.84","Tyson Gay","USA","London (Crystal Palace)",2006-07-28,"200-metres","men","NULL",19.84
883,"42.42","USOC South","USA","Durham, NC",1987-07-25,"4x100-metres-relay","women","NULL",42.42
884,"12.94","Orlando Ortega","CUB","Paris Saint-Denis (Stade de France)",2015-07-04,"110-metres-hurdles","men","NULL",12.94
885,"43.76","Michael Johnson","USA","Uniondale (Mitchel AC), NY",1998-07-21,"400-metres","men","NULL",43.76
886,"10.49","Florence Griffith-Joyner","USA","Indianapolis (University Stadium), IN",1988-07-16,"100-metres","women","NULL",10.49
887,"47.13","Edwin Moses","USA","Milano",1980-07-03,"400-metres-hurdles","men","NULL",47.13
888,"9.83","Asafa Powell","JAM","Bruxelles (Boudewijnstadion)",2008-09-05,"100-metres","men","NULL",9.83
889,"12.92","Dayron Robles","CUB","Stuttgart (Gottlieb-Daimler Stadion)",2007-09-23,"110-metres-hurdles","men","NULL",12.92
890,"21.93","Marion Jones","USA","Köln",1997-08-24,"200-metres","women","NULL",21.93
891,"47.58","Andre Phillips","USA","Indianapolis (University Stadium), IN",1988-07-17,"400-metres-hurdles","men","NULL",47.58
892,"42.19","Europe","EUR","Montréal (Olympic Stadium)",1979-08-26,"4x100-metres-relay","women","NULL",42.19
893,"47.37","Edwin Moses","USA","Roma (Stadio Olimpico)",1981-09-04,"400-metres-hurdles","men","NULL",47.37
894,"19.65","Wallace Spearmon","USA","Daegu",2006-09-28,"200-metres","men","NULL",19.65
895,"19.86","Justin Gatlin","USA","Starkville, MS",2002-05-12,"200-metres","men","NULL",19.86
896,"12.98","Omar McLeod","JAM","Shanghai",2016-05-14,"110-metres-hurdles","men","NULL",12.98
897,"12.34","Ginka Zagorcheva","BUL","Roma (Stadio Olimpico)",1987-09-04,"100-metres-hurdles","women","NULL",12.34
898,"9.82","Asafa Powell","JAM","Rieti",2008-09-07,"100-metres","men","NULL",9.82
899,"52.74","Kim Batten","USA","Monaco (Stade Louis II)",1998-08-08,"400-metres-hurdles","women","NULL",52.74
900,"43.74","Kirani James","GRN","Lausanne (Pontaise)",2014-07-03,"400-metres","men","NULL",43.74
901,"21.98","Allyson Felix","USA","Doha (Hamad Bin Suhaim)",2015-05-15,"200-metres","women","NULL",21.98
902,"9.84","Trayvon Bromell","USA","Eugene (Hayward Field), OR",2015-06-25,"100-metres","men","NULL",9.84
903,"9.85","Usain Bolt","JAM","Zagreb (Sports Park Mladost)",2011-09-13,"100-metres","men","NULL",9.85
904,"12.95","Pascal Martinot-Lagarde","FRA","Monaco (Stade Louis II)",2014-07-18,"110-metres-hurdles","men","NULL",12.95
905,"53.20","Josanne Lucas","TTO","Berlin (Olympiastadion)",2009-08-20,"400-metres-hurdles","women","NULL",53.2
906,"47.48","Danny Harris","USA","Roma (Stadio Olimpico)",1987-09-01,"400-metres-hurdles","men","NULL",47.48
907,"44.07","Michael Johnson","USA","Bruxelles",2000-08-25,"400-metres","men","NULL",44.07
908,"42.00","United States","USA","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","women","NULL",42
909,"44.02","Jeremy Wariner","USA","Stuttgart (Gottlieb-Daimler Stadion)",2006-09-09,"400-metres","men","NULL",44.02
910,"49.28","Irena Szewinska","POL","Montréal (Olympic Stadium)",1976-07-29,"400-metres","women","NULL",49.28
911,"12.39","Brianna Rollins","USA","Eugene, OR",2013-06-08,"100-metres-hurdles","women","NULL",12.39
912,"43.71","Quincy Watts","USA","Barcelona (Estadio Olímpico)",1992-08-03,"400-metres","men","NULL",43.71
913,"43.96","LaShawn Merritt","USA","Osaka (Nagai Stadium)",2007-08-31,"400-metres","men","NULL",43.96
914,"21.85","Florence Griffith-Joyner","USA","Indianapolis (University Stadium), IN",1988-07-23,"200-metres","women","NULL",21.85
915,"12.44","Ludmila Engquist","SWE","Kyiv",1991-07-11,"100-metres-hurdles","women","NULL",12.44
916,"47.56","Kerron Clement","USA","Sacramento, CA",2005-06-11,"400-metres-hurdles","men","NULL",47.56
917,"13.01","Orlando Ortega","CUB","Monaco (Stade Louis II)",2014-07-18,"110-metres-hurdles","men","NULL",13.01
918,"9.69","Tyson Gay","USA","Shanghai",2009-09-20,"100-metres","men","NULL",9.69
919,"12.93","Renaldo Nehemiah","USA","Zürich",1981-08-19,"110-metres-hurdles","men","NULL",12.93
920,"12.97","Allen Johnson","USA","Paris Saint-Denis",2003-07-04,"110-metres-hurdles","men","NULL",12.97
921,"12.40","Kendra Harrison","USA","London (Olympic Stadium)",2016-07-22,"100-metres-hurdles","women","NULL",12.4
922,"44.06","Danny Everett","USA","Sevilla",1990-05-30,"400-metres","men","NULL",44.06
923,"49.00","Sanya Richards-Ross","USA","Berlin (Olympiastadion)",2009-08-18,"400-metres","women","NULL",49
924,"19.54","Yohan Blake","JAM","Bruxelles (Boudewijnstadion)",2012-09-07,"200-metres","men","NULL",19.54
925,"13.02","Colin Jackson","GBR","Berlin (Olympiastadion)",1994-08-30,"110-metres-hurdles","men","NULL",13.02
926,"9.77","Justin Gatlin","USA","Beijing (National Stadium)",2015-08-23,"100-metres","men","NULL",9.77
927,"19.79","Carl Lewis","USA","Seoul (Olympic Stadium)",1988-09-28,"200-metres","men","NULL",19.79
928,"19.85","Wallace Spearmon","USA","Rieti (Guidobaldi)",2010-08-29,"200-metres","men","NULL",19.85
929,"13.00","David Oliver","USA","Moskva (Luzhniki)",2013-08-12,"110-metres-hurdles","men","NULL",13
930,"12.98","David Oliver","USA","Paris Saint-Denis (Stade de France)",2015-07-04,"110-metres-hurdles","men","NULL",12.98
931,"12.97","Allen Johnson","USA","Sacramento, CA",2000-07-23,"110-metres-hurdles","men","NULL",12.97
932,"12.98","Allen Johnson","USA","Zürich",1998-08-12,"110-metres-hurdles","men","NULL",12.98
933,"47.62","Bershawn Jackson","USA","Lausanne (Pontaise)",2010-07-08,"400-metres-hurdles","men","NULL",47.62
934,"21.88","Allyson Felix","USA","London (Olympic Stadium)",2012-08-08,"200-metres","women","NULL",21.88
935,"53.23","Zuzana Hejnová","CZE","Paris Saint-Denis (Stade de France)",2013-07-06,"400-metres-hurdles","women","NULL",53.23
936,"44.06","LaShawn Merritt","USA","Berlin (Olympiastadion)",2009-08-21,"400-metres","men","NULL",44.06
937,"10.81","Tori Bowie","USA","Eugene (Hayward Field), OR",2015-06-26,"100-metres","women","NULL",10.81
938,"42.29","Brazil","BRA","Moskva (Luzhniki)",2013-08-18,"4x100-metres-relay","women","NULL",42.29
939,"37.89","Jamaica","JAM","Osaka (Nagai Stadium)",2007-09-01,"4x100-metres-relay","men","NULL",37.89
940,"12.44","Yordanka Donkova","BUL","Sofia",1982-08-07,"100-metres-hurdles","women","NULL",12.44
941,"9.77","Justin Gatlin","USA","Bruxelles (Boudewijnstadion)",2014-09-05,"100-metres","men","NULL",9.77
942,"43.98","Michael Johnson","USA","London (Crystal Palace)",1992-07-10,"400-metres","men","NULL",43.98
943,"13.00","Tony Jarrett","GBR","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-20,"110-metres-hurdles","men","NULL",13
944,"44.12","Michael Johnson","USA","Athína (Olympic Stadium)",1997-08-05,"400-metres","men","NULL",44.12
945,"19.86","Michael Marsh","USA","New Orleans, LA",1992-06-28,"200-metres","men","NULL",19.86
946,"44.12","Harry Reynolds","USA","Eugene, OR",1993-06-19,"400-metres","men","NULL",44.12
947,"47.38","Danny Harris","USA","Lausanne",1991-07-10,"400-metres-hurdles","men","NULL",47.38
948,"44.11","Wayde van Niekerk","RSA","Bloemfontein",2016-05-06,"400-metres","men","NULL",44.11
949,"44.11","Luguelín Santos","DOM","Beijing (National Stadium)",2015-08-26,"400-metres","men","NULL",44.11
950,"44.11","Isaac Makwala","BOT","Beijing (National Stadium)",2015-08-24,"400-metres","men","NULL",44.11
951,"10.82","Sherone Simpson","JAM","Kingston (NS), JAM",2006-06-24,"100-metres","women","NULL",10.82
952,"43.93","Yousef Ahmed Masrahi","KSA","Beijing (National Stadium)",2015-08-23,"400-metres","men","NULL",43.93
953,"44.11","Steve Lewis","USA","Indianapolis (University Stadium), IN",1988-07-18,"400-metres","men","NULL",44.11
954,"12.45","LoLo Jones","USA","Eugene, OR",2008-07-06,"100-metres-hurdles","women","NULL",12.45
955,"44.10","Harry Reynolds","USA","Columbus, OH",1987-05-03,"400-metres","men","NULL",44.1
956,"44.09","Alvin Harrison","USA","Atlanta, GA",1996-06-19,"400-metres","men","NULL",44.09
957,"19.71","Michael Johnson","USA","Pietersburg",2000-03-18,"200-metres","men","NULL",19.71
958,"44.08","Kirani James","GRN","Des Moines (Drake Stadium), IA",2016-04-29,"400-metres","men","NULL",44.08
959,"13.01","David Oliver","USA","Monaco (Stade Louis II)",2010-07-22,"110-metres-hurdles","men","NULL",13.01
960,"44.07","Jeremy Wariner","USA","Berlin (Olympiastadion)",2008-06-01,"400-metres","men","NULL",44.07
961,"12.94","Jack Pierce","USA","Atlanta, GA",1996-06-22,"110-metres-hurdles","men","NULL",12.94
962,"12.99","Allen Johnson","USA","Carson, CA",2005-06-24,"110-metres-hurdles","men","NULL",12.99
963,"37.59","United States","USA","Sevilla (La Cartuja)",1999-08-29,"4x100-metres-relay","men","NULL",37.59
964,"44.06","Lee Evans","USA","Echo Summit, CA",1968-09-14,"400-metres","men","NULL",44.06
965,"44.05","Jeremy Wariner","USA","Berlin (Olympiastadion)",2007-09-16,"400-metres","men","NULL",44.05
966,"44.05","Jeremy Wariner","USA","London (Crystal Palace)",2007-08-03,"400-metres","men","NULL",44.05
967,"9.83","Asafa Powell","JAM","Stuttgart (Gottlieb-Daimler Stadion)",2007-09-22,"100-metres","men","NULL",9.83
968,"43.68","Michael Johnson","USA","Sacramento, CA",2000-07-16,"400-metres","men","NULL",43.68
969,"44.05","Angelo Taylor","USA","Indianapolis, IN",2007-06-23,"400-metres","men","NULL",44.05
970,"44.04","Michael Johnson","USA","Berlin (Olympiastadion)",1994-08-30,"400-metres","men","NULL",44.04
971,"44.03","LaShawn Merritt","USA","Berlin (Olympiastadion)",2008-06-01,"400-metres","men","NULL",44.03
972,"37.99","PR of China","CHN","Incheon",2014-10-02,"4x100-metres-relay","men","NULL",37.99
973,"19.79","Shawn Crawford","USA","Athína (Olympic Stadium)",2004-08-26,"200-metres","men","NULL",19.79
974,"44.02","Jeremy Wariner","USA","Shanghai",2007-09-28,"400-metres","men","NULL",44.02
975,"44.02","Jeremy Wariner","USA","Stockholm",2006-07-25,"400-metres","men","NULL",44.02
976,"44.00","LaShawn Merritt","USA","Eugene, OR",2008-07-03,"400-metres","men","NULL",44
977,"43.99","Jeremy Wariner","USA","London (Crystal Palace)",2006-07-28,"400-metres","men","NULL",43.99
978,"43.62","Jeremy Wariner","USA","Roma (Stadio Olimpico)",2006-07-14,"400-metres","men","NULL",43.62
979,"43.98","LaShawn Merritt","USA","Lausanne (Pontaise)",2008-09-02,"400-metres","men","NULL",43.98
980,"37.82","World All-Stars","UND","Walnut (Hilmer Lodge), CA",1994-04-17,"4x100-metres-relay","men","NULL",37.82
